timestamp_ns,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,activity
146700199995700,2.8260002,3.3750002,8.36505,-0.2426875,0.1326875,0.047025,14.062501,-32.9625,-23.00625,walking
146700219998897,2.59095,3.5520003,8.014951,-0.1639,0.0985875,0.065175,13.950001,-33.28125,-21.337502,walking
146700240061002,2.7469501,3.8800502,8.02305,-0.0946,0.0719125,0.054449998,13.89375,-32.79375,-22.7625,walking
146700260191390,2.7199502,3.7440002,8.51595,-0.054175,0.036849998,0.0438625,13.9125,-32.775,-22.7625,walking
146700280377640,2.5930502,3.5760002,8.956051,-0.0551375,0.034649998,0.0501875,13.9125,-32.79375,-22.78125,walking
146700300579659,2.49495,3.5140502,9.24405,-0.07645,0.0314875,0.0438625,13.931251,-32.79375,-22.7625,walking
146700320744904,2.505,3.4780502,9.32295,-0.1233375,0.0176,0.011825,13.950001,-32.8125,-22.743752,walking
146700340857068,2.5500002,3.4440002,9.24405,-0.1500125,0.010175,-0.020075,13.9875,-32.850002,-22.725,walking
146700360931933,2.469,3.4369502,9.04695,-0.1329625,0.029424999,-0.0254375,14.00625,-32.90625,-22.725,walking
146700380967538,2.5549502,3.35805,8.83005,-0.0999625,0.0507375,-0.001925,14.043751,-32.90625,-22.6875,walking
146700400985989,2.70105,3.21195,8.7289505,-0.0605,0.0229625,0.02255,14.062501,-32.943752,-22.706251,walking
146700420721746,2.7439501,3.1930501,8.736,0.0077,-0.0537625,0.032175,14.08125,-32.9625,-22.725,walking
146700440763813,2.63895,3.2719502,8.83905,0.0512875,-0.1197625,0.0353375,14.1,-32.9625,-22.725,walking
146700460802227,2.5570502,3.3649502,8.892,0.0523875,-0.1038125,0.031075,14.118751,-33.0,-22.743752,walking
146700480823785,2.4760501,3.3919501,9.061951,0.02255,-0.0589875,0.012925,14.137501,-33.0,-22.7625,walking
146700500835408,2.39895,3.3630002,9.366,-0.0061875,-0.0452375,0.0066,14.156251,-33.018753,-22.800001,walking
146700520848567,2.4160502,3.32205,9.459001,0.0023375,-0.0174625,1.375E-4,14.19375,-33.05625,-22.78125,walking
146700540851954,2.466,3.2070003,9.061951,0.0407,-0.0100375,-0.013612499,14.212501,-33.09375,-22.78125,walking
146700560848132,2.67,3.2599502,8.7289505,0.0683375,-0.040975,-0.0286,14.231251,-33.112503,-22.78125,walking
146700580848411,2.73705,3.2719502,8.62605,0.065175,-0.0537625,-0.018975,14.250001,-33.131252,-22.800001,walking
146700600845274,2.6149502,3.279,8.748,0.0598125,-0.0622875,-0.001925,14.26875,-33.15,-22.800001,walking
